Gene Name	UniProt	GeneID	CSPA category	Surfaceome	CRISPR	GO cell surface	GO plasma membrane	Num cell surface evidence
GLB1	P16278	2720	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
PECAM1	P16284	5175	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
CTLA4	P16410	1493		TRUE	TRUE	TRUE	TRUE	3
EPCAM	P16422	4072	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
DPEP1	P16444	1800	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
PRLR	P16471	5618		TRUE	TRUE	TRUE	TRUE	3
TSHR	P16473	7253	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
SELE	P16581	6401		TRUE	TRUE	FALSE	TRUE	2
CD36	P16671	948	2 - putative	TRUE	TRUE	TRUE	TRUE	4
IL7R	P16871	3575	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
NAGA	P17050	4668	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
IFNAR1	P17181	3454	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
ITGA2	P17301	3673	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
GJA1	P17302	2697		TRUE	TRUE	FALSE	TRUE	2
NPR3	P17342	4883	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
SMPD1	P17405	6609	2 - putative	FALSE	FALSE	FALSE	TRUE	1
TYRP1	P17643	7306	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
CAPN2	P17655	824		FALSE	FALSE	TRUE	TRUE	1
HLA-G	P17693	3135		TRUE	FALSE	TRUE	TRUE	2
CHRNB2	P17787	1141		TRUE	TRUE	TRUE	TRUE	3
ENG	P17813	2022	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CR1	P17927	1378	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
LGALS3	P17931	3958		FALSE	FALSE	TRUE	TRUE	1
IGFBP3	P17936	3486	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
FLT1	P17948	2321	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
RPL35A	P18077	6165	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
ITGB5	P18084	3693	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ADRA2B	P18089	151		TRUE	FALSE	TRUE	TRUE	2
LBP	P18428	3929		FALSE	FALSE	TRUE	FALSE	1
PTPRA	P18433	5786	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
GABRB1	P18505	2560		TRUE	FALSE	FALSE	TRUE	1
GABRG2	P18507	2566		TRUE	FALSE	FALSE	TRUE	1
ITGB6	P18564	3694	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
RPL17	P18621	6139	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
LAG3	P18627	3902		TRUE	TRUE	TRUE	TRUE	3
ADRA2C	P18825	152	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
SDC1	P18827	6382		TRUE	TRUE	TRUE	TRUE	3
ATP5PF	P18859	522		FALSE	FALSE	TRUE	FALSE	1
KRT4	P19013	3851		FALSE	FALSE	TRUE	FALSE	1
PAM	P19021	5066		TRUE	FALSE	TRUE	TRUE	2
CDH2	P19022	1000	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
TSPAN8	P19075	7103	2 - putative	TRUE	FALSE	TRUE	TRUE	3
EPOR	P19235	2057		TRUE	FALSE	FALSE	TRUE	1
CD58	P19256	965	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
VCAM1	P19320	7412	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CD53	P19397	963	2 - putative	TRUE	TRUE	TRUE	TRUE	4
TNFRSF1A	P19438	7132	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
GGT1	P19440	2678	3 - unspecific	TRUE	TRUE	FALSE	TRUE	3
SLC9A1	P19634	6548	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
ITIH2	P19823	3698	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
CEL	P19835			FALSE	FALSE	TRUE	TRUE	1
CR2	P20023	1380	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
HLA-DPA1	P20036	3113	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
CD33	P20138	945	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CD22	P20273	933	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CHRM3	P20309	1131		TRUE	FALSE	FALSE	TRUE	1
TNFRSF1B	P20333	7133		TRUE	FALSE	FALSE	TRUE	1
RAB3A	P20336	5864		FALSE	TRUE	FALSE	TRUE	1
NPR2	P20594	4882	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
M6PR	P20645	4074	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
ITGAL	P20701	3683	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ITGAX	P20702	3687	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
GZMH	P20718	2999	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
OGN	P20774	4969	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
EFNA1	P20827	1942	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
C4BPB	P20851	725	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
COL5A1	P20908	1289	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
MAG	P20916	4099		TRUE	FALSE	FALSE	TRUE	1
RASA1	P20936	5921		FALSE	TRUE	FALSE	TRUE	1
PTN	P21246	5764		FALSE	FALSE	TRUE	TRUE	1
FLNA	P21333	2316	2 - putative	FALSE	FALSE	FALSE	TRUE	1
ABCB4	P21439	5244		TRUE	FALSE	FALSE	TRUE	1
TACR2	P21452	6865		TRUE	FALSE	FALSE	TRUE	1
S1PR1	P21453	1901	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
FPR1	P21462	2357		TRUE	FALSE	FALSE	TRUE	1
CNR1	P21554	1268		TRUE	FALSE	FALSE	TRUE	1
SYT1	P21579	6857		FALSE	TRUE	FALSE	TRUE	1
KITLG	P21583	4254	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
NT5E	P21589	4907	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
EPHA1	P21709	2041	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
DRD1	P21728	1812		TRUE	FALSE	FALSE	TRUE	1
C5AR1	P21730	728		TRUE	FALSE	TRUE	TRUE	2
TBXA2R	P21731	6915	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
ZP3	P21754	7784		TRUE	FALSE	FALSE	TRUE	1
MSR1	P21757	4481	2 - putative	TRUE	FALSE	FALSE	TRUE	2
VDAC1	P21796	7416	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
FGFR2	P21802	2263	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
BGN	P21810	633	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
CD72	P21854	971	2 - putative	FALSE	FALSE	FALSE	TRUE	1
ERBB3	P21860	2065	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
DRD4	P21917	1815		TRUE	FALSE	FALSE	TRUE	1
DRD5	P21918	1816		TRUE	FALSE	FALSE	TRUE	1
CD9	P21926	928		TRUE	TRUE	TRUE	TRUE	3
KCNA3	P22001	3738	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
FUT4	P22083	2526		FALSE	TRUE	TRUE	FALSE	2
TNXB	P22105	7148	1 - high confidence	FALSE	TRUE	FALSE	FALSE	2
CDH3	P22223	1001	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
ACHE	P22303	43	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
UBA1	P22314	7317	2 - putative	FALSE	FALSE	FALSE	FALSE	1
ENPP1	P22413	5167	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
FGFR4	P22455	2264	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
KCNA5	P22460	3741		FALSE	FALSE	TRUE	TRUE	1
FGFR3	P22607	2261	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
UQCRC2	P22695	7385	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
SLC2A5	P22732	6518	2 - putative	TRUE	FALSE	FALSE	TRUE	2
CA4	P22748	762		TRUE	TRUE	TRUE	TRUE	3
EVI2A	P22794	2123	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
LHCGR	P22888	3973		TRUE	TRUE	FALSE	TRUE	2
MRC1	P22897	4360	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
IGHV1-2	P23083			FALSE	FALSE	TRUE	TRUE	1
CES1	P23141	1066	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
ITGA6	P23229	3655	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
KEL	P23276	3792		TRUE	FALSE	FALSE	TRUE	1
PPIB	P23284	5479	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
ANOS1	P23352	3730		FALSE	TRUE	FALSE	TRUE	1
GLRA1	P23415	2741		TRUE	TRUE	TRUE	TRUE	3
GLRA2	P23416	2742		TRUE	FALSE	FALSE	TRUE	1
RPS6KB1	P23443	6198		FALSE	TRUE	FALSE	FALSE	1
PTPRB	P23467	5787	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
PTPRD	P23468	5789	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
PTPRG	P23470	5793	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
PTPRZ1	P23471	5803	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
TNFSF4	P23510	7292		TRUE	TRUE	TRUE	TRUE	3
OMG	P23515	4974		TRUE	FALSE	FALSE	TRUE	1
BDNF	P23560	627	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
ATP2B4	P23634	493		TRUE	FALSE	FALSE	TRUE	1
VAMP1	P23763	6843		FALSE	TRUE	TRUE	TRUE	2
PRPH2	P23942	5961		TRUE	FALSE	FALSE	TRUE	1
FSHR	P23945	2492		TRUE	TRUE	FALSE	TRUE	2
SLC6A2	P23975	6530	2 - putative	TRUE	FALSE	TRUE	TRUE	3
IL32	P24001	9235		FALSE	TRUE	FALSE	FALSE	1
LAMA2	P24043	3908	1 - high confidence	FALSE	TRUE	FALSE	TRUE	2
GABRR1	P24046	2569		TRUE	FALSE	FALSE	TRUE	1
FCAR	P24071	2204	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
IL4R	P24394	3566	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
EDNRB	P24530	1910		TRUE	FALSE	FALSE	TRUE	1
TNC	P24821	3371	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
HRH2	P25021	3274		TRUE	FALSE	FALSE	TRUE	1
CXCR1	P25024	3577	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
CXCR2	P25025	3579		TRUE	TRUE	TRUE	TRUE	3
CD24	P25063	100133941		TRUE	TRUE	TRUE	TRUE	3
FPR3	P25089	2359		TRUE	FALSE	FALSE	TRUE	1
FPR2	P25090	2358		TRUE	FALSE	FALSE	TRUE	1
GUCY2C	P25092	2984		TRUE	FALSE	FALSE	TRUE	1
ADRA1D	P25100	146		TRUE	FALSE	FALSE	TRUE	1
EDNRA	P25101	1909	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
TACR1	P25103	6869		TRUE	TRUE	FALSE	TRUE	2
PTAFR	P25105	5724	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
ACKR3	P25106	57007	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
F2R	P25116	2149	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
MPZ	P25189	4359	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
AZGP1	P25311	563		FALSE	TRUE	TRUE	TRUE	2
LAMA1	P25391	284217	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
FAS	P25445	355	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
NPY1R	P25929	4886	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
COL5A3	P25940	50509	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
CD40	P25942	958	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ITGA3	P26006	3675	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ITGB7	P26010	3695	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ITGB8	P26012	3696	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
MSN	P26038	4478		FALSE	TRUE	TRUE	TRUE	2
CTNNA2	P26232	1496		FALSE	TRUE	FALSE	TRUE	1
PTBP1	P26599	5725	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
KLRC1	P26715	3821	2 - putative	TRUE	FALSE	FALSE	TRUE	2
KLRC2	P26717	3822		TRUE	FALSE	FALSE	TRUE	1
KLRK1	P26718	100528032;22914		TRUE	FALSE	TRUE	TRUE	2
CD27	P26842	939	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
IL3RA	P26951	3563	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
CNTFR	P26992	1271	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
ACVR2A	P27037	92	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
PON1	P27169	5444	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
YWHAQ	P27348	10971	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
DPP4	P27487	1803	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CD82	P27701	3732	2 - putative	TRUE	FALSE	FALSE	TRUE	2
CALR	P27797	811	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
CANX	P27824	821	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
IL1R2	P27930	7850	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
HLA-DMA	P28067			TRUE	FALSE	TRUE	TRUE	2
HLA-DMB	P28068	3109		TRUE	FALSE	FALSE	TRUE	1
HTR1D	P28221	3352	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
HTR1B	P28222	3351		TRUE	FALSE	FALSE	TRUE	1
HTR2A	P28223	3356		TRUE	FALSE	FALSE	TRUE	1
LOX	P28300	4015	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
HTR2C	P28335	3358		TRUE	FALSE	FALSE	TRUE	1
NMBR	P28336	4829		TRUE	FALSE	FALSE	TRUE	1
GABRB3	P28472	2562	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
GABRR2	P28476	2570		TRUE	FALSE	FALSE	TRUE	1
HTR1E	P28566	3354		TRUE	FALSE	FALSE	TRUE	1
GRN	P28799	2896	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
PTPRM	P28827	5797	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
HSD11B1	P28845	3290	2 - putative	FALSE	FALSE	FALSE	FALSE	1
CD34	P28906	947	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CD38	P28907	952	2 - putative	TRUE	TRUE	TRUE	TRUE	4
TNFRSF8	P28908	943	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
CD1B	P29016	910	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
CD1C	P29017	911	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
GJB2	P29033	2706		TRUE	TRUE	FALSE	TRUE	2
PCSK6	P29122	5046		FALSE	TRUE	TRUE	TRUE	2
ADORA2A	P29274	135		TRUE	FALSE	FALSE	TRUE	1
ADORA2B	P29275	136		TRUE	TRUE	FALSE	TRUE	2
EPHA2	P29317	1969	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
EPHA3	P29320	2042	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
EPHA8	P29322	2046		TRUE	FALSE	FALSE	TRUE	1
EPHB2	P29323	2048	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
TACR3	P29371	6870		TRUE	FALSE	FALSE	TRUE	1
LTK	P29376	4058		TRUE	FALSE	FALSE	TRUE	1
IL12A	P29459	3592		FALSE	FALSE	TRUE	FALSE	1
IL12B	P29460	3593		FALSE	FALSE	TRUE	TRUE	1
EEF1D	P29692	1936	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
CD40LG	P29965	959	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
MARCKS	P29966	4082	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
AQP1	P29972	358	2 - putative	TRUE	FALSE	FALSE	TRUE	2
ERP29	P30040	10961		FALSE	FALSE	TRUE	FALSE	1
PEBP1	P30086	5037		FALSE	TRUE	FALSE	FALSE	1
PDIA3	P30101	2923		FALSE	FALSE	TRUE	FALSE	1
CD6	P30203	923	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
FCER1G	P30273	2207		FALSE	TRUE	TRUE	TRUE	2
MIP	P30301	4284		TRUE	FALSE	FALSE	TRUE	1
TM4SF1	P30408	4071		TRUE	FALSE	FALSE	TRUE	1
BDKRB2	P30411	624		TRUE	FALSE	FALSE	TRUE	1
NKTR	P30414	4820	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
HLA-F	P30511	3134	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
AVPR2	P30518	554		TRUE	FALSE	FALSE	TRUE	1
AXL	P30530	558	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
SLC6A1	P30531	6529		TRUE	TRUE	TRUE	TRUE	3
CHRNA5	P30532	1138		TRUE	FALSE	FALSE	TRUE	1
LRPAP1	P30533	4043	3 - unspecific	FALSE	TRUE	TRUE	TRUE	3
ADORA1	P30542	134	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
GRPR	P30550	2925		TRUE	FALSE	FALSE	TRUE	1
AGTR1	P30556	185	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
OXTR	P30559	5021		TRUE	FALSE	FALSE	TRUE	1
SLC7A1	P30825	6541	2 - putative	TRUE	FALSE	FALSE	TRUE	2
SSTR1	P30872	6751		TRUE	FALSE	FALSE	TRUE	1
SSTR2	P30874	6752		TRUE	FALSE	FALSE	TRUE	1
CHRNB4	P30926	1143		TRUE	FALSE	FALSE	TRUE	1
HTR1F	P30939	3355		TRUE	FALSE	FALSE	TRUE	1
OR1E1	P30953	8387		TRUE	FALSE	FALSE	TRUE	1
OR10J1	P30954	26476		TRUE	FALSE	FALSE	TRUE	1
GNRHR	P30968	2798		TRUE	FALSE	FALSE	TRUE	1
CALCR	P30988	799		TRUE	FALSE	FALSE	TRUE	1
NTSR1	P30989	4923	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
CD52	P31358	1043		TRUE	FALSE	FALSE	TRUE	1
SSTR4	P31391	6754		TRUE	FALSE	FALSE	TRUE	1
SDC4	P31431	6385		FALSE	TRUE	TRUE	TRUE	2
SLC5A2	P31639	6524		TRUE	FALSE	FALSE	TRUE	1
SLC6A6	P31641	6533	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
GABRA5	P31644	2558		TRUE	FALSE	FALSE	TRUE	1
SLC6A4	P31645	6532		TRUE	FALSE	FALSE	TRUE	1
IL2RG	P31785	3561	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
FCGR2B	P31994	2213	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
FCGR2C	P31995	9103		TRUE	FALSE	FALSE	TRUE	1
CEACAM8	P31997	1088	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
L1CAM	P32004	3897	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
CCKAR	P32238	886		TRUE	FALSE	FALSE	TRUE	1
CCKBR	P32239	887		TRUE	FALSE	FALSE	TRUE	1
VIPR1	P32241	7433	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
MC4R	P32245	4160		TRUE	FALSE	FALSE	TRUE	1
CCR1	P32246	1230		TRUE	TRUE	TRUE	TRUE	3
BRS3	P32247	680		TRUE	FALSE	FALSE	TRUE	1
CCR7	P32248	1236	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
GPR183	P32249	1880		TRUE	FALSE	FALSE	TRUE	1
CHRNA3	P32297	1136	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
CXCR5	P32302	643	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
SLC8A1	P32418	6546	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
SSTR3	P32745	6753		TRUE	FALSE	FALSE	TRUE	1
STX2	P32856	2054		FALSE	TRUE	FALSE	TRUE	1
DSG3	P32926	1830		TRUE	FALSE	FALSE	TRUE	1
CSF2RB	P32927	1439	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
ICAM3	P32942	3385	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
RPL9	P32969	6133	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
RPL9P7	P32969	6133	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
RPL9P8	P32969	6133	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
RPL9P9	P32969	6133	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
CD70	P32970	970	2 - putative	TRUE	FALSE	FALSE	TRUE	2
TNFSF8	P32971	944		TRUE	FALSE	FALSE	TRUE	1
MC5R	P33032	4161		TRUE	FALSE	FALSE	TRUE	1
CDH5	P33151	1003	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ABCC1	P33527	4363	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
CD80	P33681	941	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
GALNS	P34059	2588	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
SDC2	P34741	6383		TRUE	FALSE	TRUE	TRUE	2
CD68	P34810	968	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
GABRA3	P34903	2556		TRUE	FALSE	FALSE	TRUE	1
EVI2B	P34910	2124		TRUE	FALSE	FALSE	TRUE	1
RYK	P34925	6259	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
HTR7	P34969	3363		TRUE	FALSE	FALSE	TRUE	1
CNR2	P34972	1269	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
TRHR	P34981	7201	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
OR1D2	P34982	4991		TRUE	FALSE	FALSE	TRUE	1
PTGER1	P34995	5731		TRUE	FALSE	FALSE	TRUE	1
CRHR1	P34998	104909134;1394		TRUE	FALSE	FALSE	TRUE	1
GPC1	P35052	2817	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
BTC	P35070	685		TRUE	FALSE	FALSE	TRUE	1
GJA4	P35212	2701		TRUE	TRUE	FALSE	TRUE	2
IL13	P35225	3596		FALSE	TRUE	TRUE	TRUE	2
PHB	P35232	5245		FALSE	FALSE	TRUE	TRUE	1
SSTR5	P35346	6755		TRUE	FALSE	FALSE	TRUE	1
ADRA1A	P35348	148		TRUE	FALSE	FALSE	TRUE	1
PTGS2	P35354	5743	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
HRH1	P35367	3269		TRUE	FALSE	FALSE	TRUE	1
ADRA1B	P35368	147		TRUE	FALSE	FALSE	TRUE	1
OPRM1	P35372	4988		TRUE	FALSE	FALSE	TRUE	1
PTGER4	P35408	5734		TRUE	FALSE	FALSE	TRUE	1
MAS1L	P35410	116511		TRUE	FALSE	FALSE	TRUE	1
APLNR	P35414	187	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
THBS2	P35442	7058	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
THBS4	P35443	7060		FALSE	TRUE	FALSE	FALSE	1
DRD3	P35462	1814		TRUE	FALSE	FALSE	TRUE	1
SCN1A	P35498	6323		TRUE	FALSE	FALSE	TRUE	1
SCN4A	P35499	6329		TRUE	FALSE	FALSE	TRUE	1
FBN1	P35555	2200	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
FBN2	P35556	2201	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
MYH9	P35579	4627	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
TIE1	P35590	7075	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
COPB2	P35606	9276		FALSE	TRUE	FALSE	FALSE	1
BSG	P35613	682	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
FLT4	P35916	2324	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
KDR	P35968	3791		TRUE	TRUE	FALSE	TRUE	2
GGT5	P36269	2687	3 - unspecific	FALSE	TRUE	FALSE	TRUE	2
GJA5	P36382	2702		FALSE	TRUE	FALSE	TRUE	1
GJC1	P36383	10052		FALSE	TRUE	FALSE	TRUE	1
CHRNA7	P36544	1139;89832		TRUE	FALSE	FALSE	TRUE	1
FLT3	P36888	2322	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
BMPR1A	P36894	657		TRUE	FALSE	TRUE	TRUE	2
ACVR1B	P36896	91		TRUE	TRUE	TRUE	TRUE	3
TGFBR1	P36897	7046		TRUE	FALSE	TRUE	TRUE	2
LTBR	P36941	4055	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
SERPINF1	P36955	5176	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
ACVRL1	P37023	94		TRUE	TRUE	TRUE	TRUE	3
HSD17B2	P37059	3294	2 - putative	FALSE	FALSE	FALSE	FALSE	1
SCNN1A	P37088	6337		TRUE	TRUE	FALSE	TRUE	2
TGFBR2	P37173	7048	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
AVPR1A	P37288	552		TRUE	FALSE	FALSE	TRUE	1
TAGLN2	P37802	8407	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
GGCX	P38435	2677	2 - putative	FALSE	FALSE	FALSE	FALSE	1
IFNGR2	P38484	3460		TRUE	FALSE	FALSE	TRUE	1
SPAM1	P38567	6677		TRUE	FALSE	FALSE	TRUE	1
ITGAE	P38570	3682	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
LIPA	P38571	3988	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
HSPA9	P38646	3313		FALSE	TRUE	FALSE	FALSE	1
RPL3	P39023	6122	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
COL15A1	P39059	1306		FALSE	TRUE	FALSE	FALSE	1
COL18A1	P39060	80781		FALSE	TRUE	FALSE	FALSE	1
GRIK1	P39086	2897		TRUE	FALSE	FALSE	TRUE	1
PLA2G5	P39877	5322		FALSE	TRUE	FALSE	TRUE	1
DCT	P40126	1638	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
IL6ST	P40189	3572	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
GP5	P40197	2814	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
CEACAM3	P40198	1084		TRUE	FALSE	FALSE	TRUE	1
CEACAM6	P40199	4680	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
CD96	P40200	10225	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
MPL	P40238	4352		TRUE	FALSE	TRUE	TRUE	2
CD79B	P40259	974	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
SLC26A3	P40879	1811		TRUE	FALSE	FALSE	TRUE	1
IL15	P40933	3600		FALSE	FALSE	TRUE	FALSE	1
PMEL	P40967	6490	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
OPRD1	P41143	4985		TRUE	FALSE	FALSE	TRUE	1
OPRK1	P41145	4986		TRUE	FALSE	FALSE	TRUE	1
OPRL1	P41146	4987		TRUE	FALSE	FALSE	TRUE	1
CASR	P41180	846		TRUE	FALSE	TRUE	TRUE	2
AQP2	P41181	359		TRUE	FALSE	FALSE	TRUE	1
